review_content,review_rating,raw_cooking_surface,overall_cooking_surface,cooking_surface_opinion,cooking_surface,raw_portability,overall_portability,portability_opinion,portability,raw_heat_control,overall_heat_control,heat_control_opinion,heat_control,raw_durability,overall_durability,durability_opinion,durability,raw_accessories,overall_accessories,accessories_opinion,accessories
Black stone miss step it design: The grill is super love it but the hard cover lid should be able to raise and lower I spend extra money to get a lid[Rating - 4/5],4,"1. The overall review is POSITIVE
2. The reviewer mentions that they love the grill.
3. The reviewer's opinion on the cooking_surface is POSITIVE.",POSITIVE,The reviewer mentions that they love the grill.,POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer mentions that the hard cover lid should be able to raise and lower.
3. The reviewer's opinion on portability is NEGATIVE as they mention spending extra money to get a lid that should have had better functionality.",POSITIVE,The reviewer mentions that the hard cover lid should be able to raise and lower.,NEGATIVE,"1. The overall review is POSITIVE.
2. The reviewer mentions that the hard cover lid should be able to raise and lower.
3. The reviewer's opinion on the heat_control is NOT MENTIONED.",POSITIVE,The reviewer mentions that the hard cover lid should be able to raise and lower.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions the hard cover lid should be able to raise and lower.
3. Sentiment on durability is NEUTRAL",POSITIVE,The reviewer mentions the hard cover lid should be able to raise and lower.,NEUTRAL,"1. The overall review is POSITIVE.
2. The reviewer mentions that they spent extra money to get a lid for the grill.
3. The reviewer's opinion on the accessories is NEGATIVE, as they mention that the hard cover lid should be able to raise and lower.",POSITIVE,The reviewer mentions that they spent extra money to get a lid for the grill.,NEGATIVE
": Lid, had dents, each outside corner of griddle was marked and scratched. Wheels were dirty, this had to be a floor model, but associate said it was put together. Not happy at all with transaction. And no way was it out of the box.[Rating - 1/5]",1,"1. The overall review is NEGATIVE
2. The reviewer mentions that the outside corners of the griddle were marked and scratched.
3. The reviewer's opinion on the cooking_surface is NEGATIVE.",NEGATIVE,The reviewer mentions that the outside corners of the griddle were marked and scratched.,NEGATIVE,"1. The overall review is NEGATIVE.
2. The reviewer mentions that the wheels were dirty and implies that the griddle may have been a floor model.
3. The reviewer's opinion on portability is NEGATIVE.",NEGATIVE,The reviewer mentions that the wheels were dirty and implies that the griddle may have been a floor model.,NEGATIVE,"1. The overall review is NEGATIVE
2. The reviewer does not specifically mention the heat_control aspect of the product.
3. The sentiment on heat_control is NOT MENTIONED.",NEGATIVE,The reviewer does not specifically mention the heat_control aspect of the product.,NOT MENTIONED,"1. The overall review is NEGATIVE
2. The reviewer mentions that the lid had dents, the outside corners of the griddle were marked and scratched, and the wheels were dirty.
3. The reviewer's opinion on the durability is NEGATIVE as they mention multiple issues with the physical condition of the griddle, indicating poor quality and lack of durability.",NEGATIVE,"The reviewer mentions that the lid had dents, the outside corners of the griddle were marked and scratched, and the wheels were dirty.",NEGATIVE,"1. The overall review is NEGATIVE.
2. The reviewer mentions that the lid had dents, the outside corners of the griddle were marked and scratched, and the wheels were dirty.
3. The reviewer does not specifically mention the accessories, so the sentiment on accessories is NOT MENTIONED.",NEGATIVE,"The reviewer mentions that the lid had dents, the outside corners of the griddle were marked and scratched, and the wheels were dirty.",NOT MENTIONED
"DO NOT BUY: Very poor quality. I was so excited for this product, however the quality is so poor I had to return it. The left igniter was not lighting and the knobs did not work. Upon assembly the griddle was not sturdy and was overall very cheep. I’m going to spend a little more money and go with a more high quality brand. It’s definitely on sale for a reason. Don’t buy into the hype.[Rating - 1/5]",1,"1. The overall review is NEGATIVE.
2. The reviewer mentions that the griddle was not sturdy and overall very cheap.
3. Sentiment on cooking_surface is NEGATIVE.",NEGATIVE,The reviewer mentions that the griddle was not sturdy and overall very cheap.,NEGATIVE,"1. The overall review is NEGATIVE.
2. The reviewer does not specifically mention portability in the review.
3. Since the reviewer does not mention portability, the sentiment on portability is NOT MENTIONED.",NEGATIVE,The reviewer does not specifically mention portability in the review.,NOT MENTIONED,"1. The overall review is NEGATIVE.
2. The reviewer mentions that the knobs did not work, which could be related to the heat_control aspect of the product.
3. The reviewer's opinion on the heat_control is NEGATIVE as they mention that the knobs did not work, indicating a lack of control over the temperature of the griddle.",NEGATIVE,"The reviewer mentions that the knobs did not work, which could be related to the heat_control aspect of the product.",NEGATIVE,"1. The overall review is NEGATIVE
2. The reviewer mentions that the griddle was not sturdy and overall very cheap.
3. The reviewer's opinion on the durability is NEGATIVE",NEGATIVE,The reviewer mentions that the griddle was not sturdy and overall very cheap.,NEGATIVE,"1. The overall review is NEGATIVE.
2. The reviewer does not mention any accessories in the review.
3. The sentiment on accessories is NOT MENTIONED.",NEGATIVE,The reviewer does not mention any accessories in the review.,NOT MENTIONED
Not put together correctly: Grill was not assembled correctly. Missing parts and did not work on first uses. Had to work with it for an hour to get the flame going. Returning it to store.[Rating - 2/5],2,"1. The overall review is NEGATIVE
2. The reviewer mentions that the grill was not assembled correctly and had missing parts, which affected its functionality.
3. The reviewer's opinion on the cooking_surface is NEGATIVE, as they had difficulty getting the flame going and had to work with it for an hour.",NEGATIVE,"The reviewer mentions that the grill was not assembled correctly and had missing parts, which affected its functionality.",NEGATIVE,"1. The overall review is NEGATIVE.
2. The reviewer does not specifically mention portability in the review.
3. Since the reviewer does not mention portability, the sentiment on portability is NOT MENTIONED.",NEGATIVE,The reviewer does not specifically mention portability in the review.,NOT MENTIONED,"1. The overall review is NEGATIVE
2. The reviewer mentions that the grill did not work properly on the first uses and had to work with it for an hour to get the flame going.
3. The reviewer's opinion on the heat_control is NEGATIVE as they had difficulty getting the flame going and had issues with the temperature control.",NEGATIVE,The reviewer mentions that the grill did not work properly on the first uses and had to work with it for an hour to get the flame going.,NEGATIVE,"1. The overall review is NEGATIVE.
2. The reviewer mentions that the grill was not assembled correctly, had missing parts, and did not work properly on first uses.
3. The reviewer's opinion on durability is NEGATIVE as they had issues with the grill not being put together correctly and missing parts, indicating poor construction and quality.",NEGATIVE,"The reviewer mentions that the grill was not assembled correctly, had missing parts, and did not work properly on first uses.",NEGATIVE,"1. The overall review is NEGATIVE
2. The reviewer does not mention any accessories in the review.
3. Since the reviewer does not mention any accessories, the sentiment on accessories is NOT MENTIONED.",NEGATIVE,The reviewer does not mention any accessories in the review.,NOT MENTIONED
"Flat top heaven: We are loving our flat top, using it more than expected.[Rating - 5/5]",5,"1. The overall review is POSITIVE
2. The reviewer talks about loving their flat top and using it more than expected.
3. Sentiment on cooking_surface is POSITIVE",POSITIVE,The reviewer talks about loving their flat top and using it more than expected.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention portability in the review.
3. Sentiment on portability is NOT MENTIONED",POSITIVE,The reviewer does not specifically mention portability in the review.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that they are loving their flat top and using it more than expected.
3. The reviewer's opinion on the heat_control is POSITIVE.",POSITIVE,The reviewer mentions that they are loving their flat top and using it more than expected.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions using the flat top more than expected.
3. The reviewer's opinion on durability is NOT MENTIONED",POSITIVE,The reviewer mentions using the flat top more than expected.,NOT MENTIONED,"1. The overall review is POSITIVE.
2. The reviewer mentions that they are loving their flat top and using it more than expected.
3. The reviewer's opinion on the accessories is NOT MENTIONED.",POSITIVE,The reviewer mentions that they are loving their flat top and using it more than expected.,NOT MENTIONED
Some assembly and seasoning required.: So far it’s great. You have to season the griddle prior to first use so don’t expect to be ready to cook as soon as you finish assembling it.[Rating - 5/5],5,"1. The overall review is POSITIVE
2. The reviewer mentions that the cooking surface requires seasoning prior to first use.
3. Sentiment on cooking_surface is NEUTRAL",POSITIVE,The reviewer mentions that the cooking surface requires seasoning prior to first use.,NEUTRAL,"1. The overall review is POSITIVE
2. The reviewer mentions that some assembly and seasoning are required before using the griddle.
3. The reviewer does not mention their opinion on the portability, so it is NOT MENTIONED.",POSITIVE,The reviewer mentions that some assembly and seasoning are required before using the griddle.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that some assembly and seasoning is required before using the griddle.
3. The reviewer does not specifically mention their opinion on the heat_control aspect.",POSITIVE,The reviewer mentions that some assembly and seasoning is required before using the griddle.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that some assembly and seasoning are required before using the griddle.
3. The reviewer does not mention their opinion on the durability of the griddle.",POSITIVE,The reviewer mentions that some assembly and seasoning are required before using the griddle.,NOT MENTIONED,"1. The overall review is POSITIVE.
2. The reviewer mentions that some assembly and seasoning are required before using the griddle.
3. The reviewer does not mention any specific opinion on the accessories. Sentiment on accessories is NOT MENTIONED.",POSITIVE,The reviewer mentions that some assembly and seasoning are required before using the griddle.,NOT MENTIONED
Blackstone: Easy to put together and it’s exactly what I wanted.[Rating - 5/5],5,"1. The overall review is POSITIVE
2. The reviewer mentions that the product is easy to put together and it's exactly what they wanted.
3. The reviewer does not specifically mention the cooking_surface in their review. Therefore, the sentiment on cooking_surface is NOT MENTIONED.",POSITIVE,The reviewer mentions that the product is easy to put together and it's exactly what they wanted.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that the Blackstone griddle is easy to put together.
3. The reviewer's opinion on portability is POSITIVE.",POSITIVE,The reviewer mentions that the Blackstone griddle is easy to put together.,POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer does not specifically mention the heat_control aspect.
3. Sentiment on heat_control is NOT MENTIONED.",POSITIVE,The reviewer does not specifically mention the heat_control aspect.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that the griddle is easy to put together and it's exactly what they wanted.
3. The reviewer's opinion on durability is NOT MENTIONED",POSITIVE,The reviewer mentions that the griddle is easy to put together and it's exactly what they wanted.,NOT MENTIONED,"1. The overall review is POSITIVE.
2. The reviewer mentions that the Blackstone griddle is easy to put together and it's exactly what they wanted.
3. The reviewer does not mention anything specific about the accessories, so the sentiment on accessories is NOT MENTIONED.",POSITIVE,The reviewer mentions that the Blackstone griddle is easy to put together and it's exactly what they wanted.,NOT MENTIONED
Awesome Griddle: I have heard about how great Blackstone griddles were so I wanted to find out for myself just how good they were and Boy I was not disappointed. The only thing that I experienced that was bad was that the first griddle had a bad ignition It would not light unless you lite it with a grill lighter and also the knobs malfunctioned also but I went back to Lowe’s and they just exchanged it for me. I also sent a email to blackstone and they sent me new knobs and ignition wires other than those things ...[Rating - 5/5],5,"1. The overall review is POSITIVE
2. The reviewer mentions that the Blackstone griddle had a bad ignition and malfunctioning knobs, but they were able to get it exchanged and received new knobs and ignition wires.
3. Sentiment on cooking_surface is NOT MENTIONED",POSITIVE,"The reviewer mentions that the Blackstone griddle had a bad ignition and malfunctioning knobs, but they were able to get it exchanged and received new knobs and ignition wires.",NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention portability in the review.
3. Sentiment on portability is NOT MENTIONED",POSITIVE,The reviewer does not specifically mention portability in the review.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that the first griddle had a bad ignition and the knobs malfunctioned.
3. The reviewer's opinion on the heat_control is NOT MENTIONED.",POSITIVE,The reviewer mentions that the first griddle had a bad ignition and the knobs malfunctioned.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that the first griddle had a bad ignition and malfunctioning knobs, but after exchanging it and receiving new knobs and ignition wires, there were no other issues mentioned regarding durability.
3. The sentiment on durability is NOT MENTIONED",POSITIVE,"The reviewer mentions that the first griddle had a bad ignition and malfunctioning knobs, but after exchanging it and receiving new knobs and ignition wires, there were no other issues mentioned regarding durability.",NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention any accessories in the review.
3. The reviewer does not provide an opinion on the accessories as they are not mentioned in the review.",POSITIVE,The reviewer does not specifically mention any accessories in the review.,NOT MENTIONED
Buy from somewhere else.: The product is great.  The service from Lowe’s was awful.[Rating - 1/5],1,"1. The overall review is NEGATIVE.
2. The reviewer does not specifically mention the cooking_surface.
3. Sentiment on cooking_surface is NOT MENTIONED.",NEGATIVE,The reviewer does not specifically mention the cooking_surface.,NOT MENTIONED,"1. The overall review is NEGATIVE.
2. The reviewer does not specifically mention portability.
3. Sentiment on portability is NOT MENTIONED.",NEGATIVE,The reviewer does not specifically mention portability.,NOT MENTIONED,"1. The overall review is NEGATIVE
2. The reviewer does not specifically mention the heat_control aspect of the product.
3. The reviewer's opinion on the heat_control is NOT MENTIONED.",NEGATIVE,The reviewer does not specifically mention the heat_control aspect of the product.,NOT MENTIONED,"1. The overall review is NEGATIVE
2. The reviewer does not specifically mention durability in the review.
3. Sentiment on durability is NOT MENTIONED",NEGATIVE,The reviewer does not specifically mention durability in the review.,NOT MENTIONED,"1. The overall review is NEGATIVE
2. The reviewer does not mention anything about the accessories.
3. Sentiment on accessories is NOT MENTIONED",NEGATIVE,The reviewer does not mention anything about the accessories.,NOT MENTIONED
Bonus cover was included: It was a gift but the recipients love it[Rating - 5/5],5,"1. The overall review is POSITIVE
2. The reviewer mentions that a bonus cover was included in the gift.
3. Sentiment on cooking_surface is NOT MENTIONED",POSITIVE,The reviewer mentions that a bonus cover was included in the gift.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that a bonus cover was included with the griddle.
3. The reviewer does not specifically mention portability, so the sentiment on portability is NOT MENTIONED.",POSITIVE,The reviewer mentions that a bonus cover was included with the griddle.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer did not specifically mention anything about the heat_control.
3. Sentiment on heat_control is NOT MENTIONED",POSITIVE,The reviewer did not specifically mention anything about the heat_control.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that a bonus cover was included in the purchase.
3. The reviewer does not specifically mention the durability of the griddle, so the sentiment on durability is NOT MENTIONED.",POSITIVE,The reviewer mentions that a bonus cover was included in the purchase.,NOT MENTIONED,"1. The overall review is POSITIVE.
2. The reviewer mentions that a bonus cover was included in the purchase.
3. The reviewer's opinion on the accessories is POSITIVE.",POSITIVE,The reviewer mentions that a bonus cover was included in the purchase.,POSITIVE
"Nice griddle for 7-10 folks: Bought on Memorial Day, seasonoit and had Smashburgers. Easy to set up. Comes with a nice cover.[Rating - 5/5]",5,"1. The overall review is POSITIVE
2. The reviewer mentions that the griddle has a nice cooking surface.
3. Sentiment on cooking_surface is POSITIVE",POSITIVE,The reviewer mentions that the griddle has a nice cooking surface.,POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer mentions that the griddle is easy to set up and comes with a nice cover.
3. The reviewer's opinion on the portability is POSITIVE.",POSITIVE,The reviewer mentions that the griddle is easy to set up and comes with a nice cover.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the griddle is easy to set up and comes with a nice cover.
3. The reviewer's opinion on the heat_control is NOT MENTIONED",POSITIVE,The reviewer mentions that the griddle is easy to set up and comes with a nice cover.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that the griddle is easy to set up and comes with a nice cover.
3. The reviewer's opinion on durability is POSITIVE.",POSITIVE,The reviewer mentions that the griddle is easy to set up and comes with a nice cover.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the griddle comes with a nice cover.
3. Sentiment on accessories is POSITIVE",POSITIVE,The reviewer mentions that the griddle comes with a nice cover.,POSITIVE
Be sure it has been assembled correctly.: It is very easy for grilling.[Rating - 5/5],5,"1. The overall review is POSITIVE
2. The reviewer mentions that the grill is very easy for grilling.
3. Sentiment on cooking_surface is POSITIVE",POSITIVE,The reviewer mentions that the grill is very easy for grilling.,POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer mentions that it is very easy for grilling.
3. The reviewer's opinion on portability is POSITIVE.",POSITIVE,The reviewer mentions that it is very easy for grilling.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that it is very easy for grilling.
3. The reviewer's opinion on the heat_control is POSITIVE",POSITIVE,The reviewer mentions that it is very easy for grilling.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the griddle is very easy for grilling.
3. The reviewer's opinion on durability is NOT MENTIONED.",POSITIVE,The reviewer mentions that the griddle is very easy for grilling.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that the griddle is very easy for grilling.
3. The reviewer does not mention any specific accessories, so the sentiment on accessories is NOT MENTIONED.",POSITIVE,The reviewer mentions that the griddle is very easy for grilling.,NOT MENTIONED
"So much fun to put together: Oh wait…. No it’s not, so to whomever isn’t the factory, please don’t over tighten screws we are suppose to loosen in order to put together, one screw on the shelf system is so tight I can’t get it loose and I’m not a weak guy.[Rating - 4/5]",4,"1. The overall review is NEGATIVE.
2. The reviewer does not specifically mention the cooking_surface.
3. The reviewer's opinion on the cooking_surface is NOT MENTIONED.",NEGATIVE,The reviewer does not specifically mention the cooking_surface.,NOT MENTIONED,"1. The overall review is NEGATIVE
2. The reviewer does not specifically mention portability in the review.
3. Sentiment on portability is NOT MENTIONED",NEGATIVE,The reviewer does not specifically mention portability in the review.,NOT MENTIONED,"1. The overall review is NEGATIVE
2. The reviewer mentions the difficulty in assembling the product due to over-tightened screws.
3. Sentiment on heat_control is NOT MENTIONED",NEGATIVE,The reviewer mentions the difficulty in assembling the product due to over-tightened screws.,NOT MENTIONED,"1. The overall review is NEGATIVE
2. The reviewer mentions the tightness of one screw on the shelf system, which is making it difficult to put together.
3. The reviewer's opinion on durability is NEGATIVE.",NEGATIVE,"The reviewer mentions the tightness of one screw on the shelf system, which is making it difficult to put together.",NEGATIVE,"1. The overall review is NEGATIVE
2. The reviewer mentions that the screws included in the accessories are too tight and difficult to loosen.
3. The reviewer's opinion on the accessories is NEGATIVE.",NEGATIVE,The reviewer mentions that the screws included in the accessories are too tight and difficult to loosen.,NEGATIVE
